text,study_label,score,source
There is a new one in Greenwich Village and more are expected on the Upper West Side.,positive,0.3,nyt
A city getting tougher to live in by the minute is also getting sweeter every day.,positive,0.75,nyt
"Some of New York's most influential lawmakers thought nothing of accepting free air fare and accommodations to attend last week's New York Savings Bank convention in Boca Raton, Fla.",negative,-0.7,nyt
In the process they threw a shadow over both banking and government.,negative,-0.75,nyt
"The junketeers included Senator Alfonse D'Amato, a member of the Banking Committee; Assembly Speaker Mel Miller; Ralph Marino, incoming State Senate majority leader, who now heads the Banking Committee, and Herman Farrell, head of the Assembly Banks Committee.",negative,-0.25,nyt
There's nothing wrong with participating in the convention.,positive,0.5,nyt
Exchanges between officials and the industries they regulate are part of public policy-making.,neutral,0.0,nyt
What casts the shadow is letting the banks pay their way.,negative,-1.1,nyt
"When officials accept freebies from those they are charged with overseeing, they open their impartiality to unworthy suspicion.",negative,-1.5,nyt
The public is entitled to that impartiality - and to its appearance.,positive,0.35,nyt
"New York's Banking Superintendent, Jill Considine, observes an ethical standard.",positive,0.7,nyt
"She too attended the convention, but at state expense.",negative,-0.3,nyt
Her policy is to decline payment of travel and other expenses from organizations her agency regulates - a rule that Mr. D'Amato and his fellow junketeers would wisely emulate.,positive,0.7,nyt
"The Thalia, the popular movie revival house on West 95th Street, closed recently, a victim of the neighborhood boom it helped in a small way to create.",negative,-1.05,nyt
"Occupying prime space in a fast-forward real estate market, the theater could no longer keep up.",negative,-0.85,nyt
Dreams won't pay the rent.,negative,-1.2,nyt
"But those who looked up to the works of Rene Clair, Fritz Lang and Luis Bunuel from the Thalia's oddly angled floor got something priceless.",positive,1.55,nyt
"Film lovers and future directors slouched in its unsteady seats, sharing a passion for movies and a common frame of reference.",positive,1.0,nyt
"When Woody Allen sent a baby buggy bouncing down steps in ''Bananas,'' Thalia goers recognized the baby buggy from ''Potemkin'' and roared.",positive,1.1,nyt
Movie buffs will find other dark corners of Manhattan where the air is cool with a touch of evil and Catherine beguiles Jules and Jim.,negative,-0.3,nyt
"But on the Upper West Side, Thalia, muse of comedy and idylls, is homeless.",negative,-1.4,nyt
President Bush greeted fellow summiteers at their meeting in Houston last week with a ringing but ungrammatical declaration that ''a new world of freedom lays before us.'',positive,0.05,nyt
"The major wire services and most newspapers - The A.P., U.P.I., Reuters, The Washington Post, Newsday and The New York Times, among others - reported it verbatim.",neutral,0.0,nyt
"But ''lays'' (incorrect) became ''lies'' (correct) in some other papers, including The Los Angeles Times, The Christian Science Monitor, The Washington Times and even Japan's Kyodo News Service.",negative,-0.1,nyt
"It's a common problem for editors, whether to clean up a speaker's mistakes or leave them as spoken.",negative,-0.7,nyt
"When corrections are made, strict grammarians might hope that the speaker notices and maybe even appreciates the effort.",positive,0.7,nyt
Not Mr. Bush.,negative,-0.15,nyt
"One day after he misused ''lays'' he flubbed again, with a vengeance.",negative,-1.45,nyt
"Presiding at dinner at Houston's Museum of Fine Arts, he greeted his guests anew: ''There is no work here tonight - no communiques, no amendments, no language to be corrected.",positive,0.15,nyt
We want you to have a very good time in this museum that we are very proudful of.'',positive,1.9,nyt
Proudful.,positive,0.95,nyt
"As in, before a fall.",negative,-0.15,nyt
"When New York City and Westchester shoppers pay for their groceries at D'Agostino supermarkets this month, they can also help provide hot meals for the homebound elderly.",positive,1.25,nyt
A clever innovation at the checkout counter makes it possible.,positive,1.05,nyt
Customers are asked to ''round up'' their bills to the next dime or dollar.,negative,-0.15,nyt
"The extra change goes to Citymeals-on-Wheels, which, in cooperation with New York City's Department for the Aging, delivers hot meals to nearly 8,000 homebound elderly on weekends and holidays.",positive,1.25,nyt
"Any amount can be given, from pennies to dollars.",positive,0.25,nyt
The customer's receipt itemizes the donation along with the applesce and prodc.,positive,0.2,nyt
"Some retailers have long permitted collection cans at the checkout, but others have been deterred by theft.",negative,-0.8,nyt
The computerized cash register's ability to separate contributions from purchases and record the total now enables collecting donations with regular receipts.,positive,0.85,nyt
"In the first week of the February campaign, the region's 24 D'Agostino stores collected more than $10,000, enough to buy 2,283 hot meals for Citymeals's clients.",positive,0.95,nyt
Small change; big effect.,positive,0.45,nyt
"When a worried Iraq sought Western intervention against an intolerant, revolutionary Iran, it advertised itself as a moderate, civilized society.",negative,-0.25,nyt
"The West stepped in, for its own good reasons, but few were fooled by the Iraqi masquerade.",negative,-0.6,nyt
Saddam Hussein's Baghdad dictatorship is one of the world's most barbaric tyrannies.,negative,-2.65,nyt
"The point is grimly driven home by a new Amnesty International report, which charges that Iraq has for years targeted the children of political opponents to obtain information and to force confessions from their parents.",negative,-2.15,nyt
"One released prisoner said Iraqi police did this to his family to persuade him to talk: ''Mother, three sisters and three brothers with five children between 5 and 13 were arrested and brought in front of me.",negative,-1.25,nyt
They were subjected to beatings on the soles of the feet and electric shocks.'',negative,-1.8,nyt
"In 1983, 8,000 males in one Kurdish village, including 315 children, were reportedly driven away in trucks.",negative,-0.95,nyt
All vanished and left no trace.,negative,-0.5,nyt
"Recall, also, that Iraq first used chemical weapons in its war with Iran, then last year gassed its own Kurdish citizens as well, driving thousands across the border into Turkey.",negative,-1.7,nyt
"In its contempt for human life and pain, secular Iraq seems indistinguishable from fundamentalist Iran.",negative,-2.05,nyt
Finding a clean patch of sand has become a real challenge on public beaches and playgrounds.,negative,-1.25,nyt
There may be fewer smokers but they seem to leave ever more cigarette butts behind.,negative,-1.25,nyt
"At Washington Square Park in Manhattan, for example, it's not unusual to see smokers put out their cigarettes in the same sandbox their children are playing in.",negative,-1.35,nyt
A mother just back from Connecticut and Rhode Island reports butt-strewn conditions at parks and beaches.,negative,-1.3,nyt
The problem challenges the ingenuity of park officials.,negative,-0.7,nyt
Signs reminding smokers not to flick butts into sandboxes would help.,negative,-0.45,nyt
"So would issuing tickets, like those issued to violators of New York City's ''pooper scooper'' law.",negative,-0.6,nyt
"Public concern about foul indoor air is forcing smokers to adjust to restraints in offices, restaurants and airplanes.",negative,-0.65,nyt
A new etiquette for outdoor butt disposal ought not be far behind.,positive,0.35,nyt
"For tens of thousands of Manhattan-bound New Jersey commuters, morning rush hour usually means a slow crawl under the Hudson.",negative,-1.15,nyt
The New Jersey Department of Transportation sensibly proposes a second Lincoln Tunnel lane exclusively for buses.,positive,0.5,nyt
"The existing bus lane, which operates only during peak hours, was created from one of the three outbound lanes in 1971.",neutral,0.0,nyt
"That left inbound cars, trucks and other vehicles with three lanes.",negative,-0.1,nyt
But the dramatic growth of tunnel traffic has produced an absurd imbalance: 80 percent of inbound commuters ride buses but only 25 percent of the tunnel's carrying capacity is reserved for them.,negative,-1.35,nyt
The proposal to use one of the three inbound lanes would increase the figure to 50 percent.,neutral,0.0,nyt
"By reducing access of passenger cars and trucks to Manhattan, the second bus lane may also discourage some of the traffic that now clogs midtown streets and adds to New York's air pollution problem.",positive,0.65,nyt
Automobile commuters and trucking concerns will no doubt oppose the second bus lane.,negative,-1.05,nyt
Bus commuters have the stronger case.,positive,0.65,nyt
Legislation on bias-related crime ought to be easy to pass: Who could oppose measures to curb violence based on prejudice?,positive,0.5,nyt
"Governor Cuomo's bill, now before the State Legislature, was inspired by the Howard Beach incident and introduced five months ago.",positive,0.4,nyt
It would stiffen criminal penalties for such acts.,positive,0.5,nyt
"That seems sensible, but the measure has encountered opposition on two grounds.",negative,-0.2,nyt
"Senate leaders worry about including ''sexual orientation'' along with race, religion and other widely accepted bases for protection.",negative,-0.6,nyt
Their objection defies reason.,negative,-1.55,nyt
Including sexual orientation hardly promotes homosexuality or any other way of life.,positive,0.1,nyt
The issue is protection of citizens from unprovoked physical attack.,negative,-0.45,nyt
No New Yorker should have to worry about being set upon because of someone else's feelings about sexual orientation.,negative,-0.15,nyt
"Substantial criticism comes from the state's district attorneys, who worry that the Cuomo bill would inadvertently erect a standard of proof that would be impossible to meet.",negative,-1.3,nyt
That issue can and should be resolved by negotiation.,positive,0.45,nyt
Two studies published in The New England Journal of Medicine last week won't help the obese drop any pounds but the research should lift another enormous weight: guilt.,positive,0.2,nyt
"Much of the medical profession, and most of the public, have long assumed that the cause of unhealthy poundage was overeating.",negative,-0.45,nyt
''I just can't seem to help gaining weight'' was simply a weak apology for a lack of self-discipline.,negative,-1.95,nyt
The new studies report that the tendency to fat is the result of a low rate of metabolism.,negative,-0.35,nyt
The overweight get fat more because their bodies burn calories too slowly than because they eat too much.,negative,-1.05,nyt
"As Dr. Jules Hirsch of Rockefeller University wrote in an editorial accompanying the studies, these overweight people are ''born with a handicap.''",negative,-0.95,nyt
"Like other handicapped people, he adds, they must learn how to live with and correct for theirs.",neutral,0.0,nyt
That doing so requires a lifelong battle won't come as news to hundreds of thousands of the overweight.,negative,-0.6,nyt
"But they can take some comfort: they no longer need to battle blame, either from others or themselves.",positive,0.7,nyt
