text,study_label,split
$DIS $SNE - Disney now sees $110M-$120M for 'Frozen II' https://t.co/I59tzaKreO,positive,train
$DMPI DelMar Pharmaceuticals Presents Positive Interim Data of VAL-083 Demonstrating Favorable Outcomes...… https://t.co/5WbTTriTwV,positive,train
$HEPA Hepion Pharmaceuticals Successfully Advances to Next Dosing Level in Ongoing Multiple Ascending Dose Clinical Study of CRV431,positive,train
$ICPT: Intercept Pharma announces FDA acceptance of New Drug Application for obeticholic acid seeking accelerated... https://t.co/31L0KiSWEZ,positive,train
$IONS $AKCA $AKCA - Akcea and Ionis launches late-stage AKCEA-TTR-LRx study https://t.co/ybDZfFkp0Z,positive,train
$LDOS - Leidos bull positive on DoE contract win https://t.co/KCDOa63aHE,positive,train
$LMT - Lockheed Martin missile test goes off well https://t.co/gYVX1UzVqD,positive,train
$OYST: Oyster Point Pharma reports positive top-line results from the Phase 1 ZEN Study https://t.co/3fKa6WS85r,positive,train
$PAC - Grupo Aeroportuario Del Pacifico reports 10.1% rise in November traffic https://t.co/1tr3oiR6mE,positive,train
$PTCT: PTC Therapeutics announces that the FDA has granted priority review for the New Drug Application for... https://t.co/EIQ7MgrPSc,positive,train
$RADA - RADA Electronic announces $12.5M in new orders https://t.co/wEocrRMgtL,positive,train
$SGEN - Seattle Genetics earns drug approval in Canada https://t.co/Q1co2SGurS,positive,train
$TAK: Takeda Pharma presents long-term data for ALUNBRIG; demonstrates continued Superiority after two years https://t.co/RPW80FKq6S,positive,train
$TEVA - Teva inks early-stage drug research deals https://t.co/yqK6GHv0Ff,positive,train
$X $MT $TMST - U.S. Steel hikes HRC prices by $30/ton; steel stocks rise https://t.co/6iAnyB79Sa,positive,train
"A Closer Look At Asbury Automotive Group, Inc.'s (NYSE:ABG) Impressive ROE",positive,train
Ad Group Publicis Keeps Guidance in Sign That Worst May Be Over,positive,train
AECOM recognized with national award for U.S. Federal small business program excellence,positive,train
Airbus racks up strong January orders,positive,train
Amani Gold : Secures Gold Dealers License in Tanzania #AmaniGold #Stock #MarketScreener https://t.co/fUr63A7aVB https://t.co/AHlEWGRAtq,positive,train
Amazon Employees Surge Toward 1 Million,positive,train
Amazon says it signed up new Prime service members in record numbers in the U.K. this week when it aired Premier Le… https://t.co/SM7E7PiVsL,positive,train
Amazon to create 500 new jobs in Florida as it plans to open a distribution center,positive,train
Amazon to create 500 new jobs in Florida as part of plans to open a fulfillment center in Auburndale,positive,train
Amazon to create 500 new jobs in Mississippi as it builds a 2nd fulfillment center in the state,positive,train
Amazon to create 500 new jobs in Mississippi as it builds new fulfillment center,positive,train
AMD launches 7nm GPU for workstations; shares +4%,positive,train
Analysis: Popeyes Chicken Sandwich Translates To Surge In Foot Traffic,positive,train
Analysts positive on New Relic's investor event,positive,train
Apple Averted An iPhone Fiasco With Phase 1 Trade Deal,positive,train
Apple forecasts 100M+ 5G iPhone sales - report,positive,train
Apple Just Put the Swiss Watch Industry to Shame,positive,train
Apple's iPhone 11 'massive' success - Wedbush,positive,train
ArcelorMittal More Optimistic on Steel Demand Outlook for 2020,positive,train
ArcelorMittal sees 2020 steel pick-up as debt hits low,positive,train
"As Uber, GrubHub and Postmates battle over cities, Doordash is thriving in the suburbs https://t.co/U7tr1vKX5x",positive,train
Azul's January traffic rose 29.1%,positive,train
"Baidu Leads the Way in Innovation with 5,712 Artificial Intelligence Patent Applications  https://t.co/btciiZtLpZ",positive,train
"Blue Apron to offer 'diabetes-friendly' menus this month, stock rallies",positive,train
Boeing reports 30 new orders for the troubled 737 Max in November https://t.co/jGejqEi0oT,positive,train
Brazilian food delivery app iFood looks to grow in retail in 2020,positive,train
Canopy Growth gets Health Canada license for beverage facility,positive,train
"Canopy Growth Obtains Health Canada License For Beverage Facility, Now Has All 'Cannabis 2.0' Licenses",positive,train
China EV startup Byton receives California distributor license,positive,train
Cipla’s India Arm Will Show Market-Beating Growth In Next Few Quarters: CEO Vohra,positive,train
Coca-Cola Breaks Down a Record Quarter,positive,train
Conoco Plans Share Buyback That's Almost 50% of Market Value,positive,train
"Consensus is Being Reached Over Eskom Debt, Cosatu Says",positive,train
"CuriosityStream, a streaming service devoted to science and nature has quietly amassed 10 million subscribers, more… https://t.co/bh8ZZdSJWv",positive,train
Dana extends buyback program,positive,train
Deutsche Bank Plans Bigger Bonuses at Asset Management Division,positive,train
Dunkin' Brands Accelerates Growth Into 2020,positive,train
Electronic Arts Breaks Down a Record Quarter,positive,train
Eli Lilly to create 100 jobs in Indianapolis as it adds capacity to its technology center campus,positive,train
"Elon Musk says Tesla has 187,000 orders for its Cybertruck, less than 48 hours after the broken-glass reveal https://t.co/AtBQDgnjUP",positive,train
"Elon Musk says Tesla has amassed more than 200,000 orders for its Cybertruck, even after two windows unexpectedly s… https://t.co/KL1H0oIjfL",positive,train
"engage:BDR : 25 New Clients, Revenue Growth & Balance Sheet Improvements #engage:BDR #Stock #MarketScreener… https://t.co/bwNFFeO1w4",positive,train
Extreme Networks board authorizes $100 mln share buyback,positive,train
FDA accepts Bioepis' application for Avastin biosimilar,positive,train
"FDA Approves Sarepta's Second DMD Drug, Analyst Projects $500M-Plus Opportunity",positive,train
FDA OKs Zogenix's Fintepla for Dravet syndrome,positive,train
Ford invests more in Michigan,positive,train
"Ford to Add 3,000 Jobs at Michigan Plants, Invest $1.45 Billion",positive,train
"Ford to invest $1.45 billion in two Detroit plants, add 3,000 jobs",positive,train
Former ConsenSys executive says Bitcoin will increase ‘stability for the average person’,positive,train
Grupo Aeroportuario reports 10% increase in January traffic,positive,train
Hecla's Fourth Quarter Continues a Strong Second Half Of 2019,positive,train
Highlight 2019: Ruyi Group Records Strong Development and Growth,positive,train
"HollyFrontier OKs new $1 billion stock buyback program, to build new renewable diesel unit",positive,train
"HollyFrontier outlines new biodiesel project, to buy back $1B in shares",positive,train
HollyFrontier sets new $1 bln share repurchase program,positive,train
How Nordstrom Is Benefiting From Direct-to-Consumer Brands,positive,train
How Target has morphed into a model for avoiding the retail apocalypse https://t.co/pfetquaLsu,positive,train
How the Rise of At-Home Fitness Services Could Benefit Lululemon Athletica,positive,train
Imagination TV announces new share buyback program,positive,train
"India Business Will Show Market-Beating Growth In Next Few Quarters, Says Cipla CEO",positive,train
Invora™ Herbicide Receives EPA Federal Approval,positive,train
"JUST IN: For the first time since January, orders for Boeing’s troubled 737 Max airplanes incrementally rose last m… https://t.co/myUZbIwzbP",positive,train
Karuna Therapeutics 'cautiously optimistic' about schizophrenia drug results in next trial: CEO https://t.co/p4vsl99X3m,positive,train
Kazia Announces Positive Interim Efficacy Data From GDC-0084 Phase Ii Studyin Glioblastoma Released at SNO Conferen… https://t.co/Bn7gXP51EJ,positive,train
Kodak Is Having a Comeback Moment as Oscars Embrace Film,positive,train
L’Oreal Expects to Outperform Rivals Amid Temporary Virus Hit,positive,train
"Lincoln Eyes Growing Market for $50,000 Rides: Auto Show Update",positive,train
Matinas Rides Amarin's Coattails as Vascepa Wins FDA Panel Vote,positive,train
"McDonald's could be the key to $1 billion in sales for Beyond Meat, UBS says https://t.co/Yszf0Gfz93 by @heidi_chung https://t.co/ToTuDKhmBI",positive,train
McDonald's could sell over 250 million Beyond Meat burgers in U.S. annually: UBS https://t.co/MzJGYLg3yr https://t.co/xutRTYhqcI,positive,train
"Medical Properties Trust, Inc. Completes 2019 With Record $4.5 Billion in Acquisitions for 64% Growth Rate and Delivers Market-Leading Shareholder Returns",positive,train
Merck and Bayer's vericiguat successful in late-stage heart failure study,positive,train
Merck's Keytruda OK'd in Europe for first-line HNSCC,positive,train
'Merge Magic!' helps Zynga top bookings estimates,positive,train
Milestone’s Expansion Continues; Opens Big Spring Facility in Northern Midland Basin,positive,train
"Musk suggests Tesla has 187,000 orders for Cybertruck - tweet #ElonMusk #baron #MarketScreener… https://t.co/cFon5dnm1m",positive,train
Netflix Inc.’s internal data suggests the streaming giant hasn’t been hurt yet by the launch of rival services from… https://t.co/wz2tbKruNf,positive,train
Nokia Results Beat Provides Some Relief to Tested Investors,positive,train
NXP Semi will resume buybacks,positive,train
Osram Has a Robust Start to Fiscal Year 2020,positive,train
Palantir Wins New Pentagon Deal With $111 Million From the Army,positive,train
Prothena (NASDAQ:PRTA) Is In A Good Position To Deliver On Growth Plans,positive,train
"Ram is making moves in the truck wars, with U.S. sales roughly tripling in the last 10 years. Watch the full video… https://t.co/P5wtyDXN3p",positive,train
Report: Apple's Fortunes In China Turn Around After iPhone 11 Launch,positive,train
"Roku Leads In Subscriber Battle With Apple, Amazon",positive,train
Saint-Gobain North America Announces Largest Renewable Energy Deal in Company’s 354-Year History,positive,train
Sanofi eyes more growth this year as it narrows focus,positive,train
SB Financial announces extension of share repurchase program,positive,train
Scorpio Tankers' Bugbee buys 2K call option contracts for $450K,positive,train
Seattle Genetics earns drug approval in Canada,positive,train
"Smart Timing for a ""Grand Theft Auto"" Sequel Could Deliver Huge Gains for Take-Two Interactive",positive,train
"SocGen CEO: Confident We Can Improve Net income, Profitability in 2020",positive,train
Spotify Adds Most Subscribers Ever in Fourth Quarter,positive,train
Spotify's More Confident Than Ever in Its Podcast Strategy,positive,train
Stock Market Update: ConocoPhillips forecasts $50 billion free cash flow over ten years,positive,train
StoneCo allayed some investor concerns over competition with solid growth https://t.co/2JD5cA71d1,positive,train
"SunExpress exercising options to buy 10 additional Boeing 737 MAX 8 planes, valued at $1.2 bln",positive,train
SurveyMonkey CEO: Our data shows Uber could raise prices because 'people are addicted' to app https://t.co/51xhXDlTSf,positive,train
Swedish gearmaker Ericsson expects 2.6 billion 5G subscriptions by end of 2025 https://t.co/WLnBwVZiaq https://t.co/3vB1JqvJ2L,positive,train
Takeda Announces 18-Month Data from Pivotal Phase 3 Trial of Dengue Vaccine Candidate Met All Secondary Endpoints… https://t.co/ljQtGsqLWy,positive,train
Target has morphed into a model for how to avoid the retail apocalypse https://t.co/LY3p19otVo,positive,train
"Tesla Cybertruck Hits 200,000 Orders Just Days After Botched Launch",positive,train
"Tesla’s Cybertruck doesn’t look street legal, but pre-orders are pouring in https://t.co/pOSWuIscRN",positive,train
Tinyclues Announces Major Growth in 2019,positive,train
Toyota in Growth Mode Defies Slowdown in Global Vehicle Demand,positive,train
"Tri Global Energy Maintains Lead in Texas Wind Energy Development Projects, Launches Expansion into New States",positive,train
Twitter's First Billion-Dollar Quarter,positive,train
U.S. grants Huawei 90-day extension of business license,positive,train
"U.S. interest positive for Ericsson, says top owner Cevian",positive,train
Uber To Profit From Better Pricing Environment: Singh (Radio),positive,train
Uber's new roadmap to profitability draws Wall Street praise,positive,train
Unilever sees Lipton as still attractive,positive,train
UPS resorted to asking temp workers to use their own cars to keep up with a record-breaking holiday season https://t.co/PXeXSNB6UA,positive,train
"Very Optimistic About 2020, Says Bank Albilad CEO",positive,train
